Link Name,Template [listid],Opacity,Delay,User Control,Source,Campaign,Display Count,Signup Count,Conversion Rate,Linkid,URL,Preview Link,Active
Panera,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,446,134,30.04%,21B9C5CF-B7DF-82C5-BD4C-5A7182362216,http://www.recipe4living.com/search?controller=recipes&searchterm=panera,http://www.recipe4living.com/search?controller=recipes&searchterm=panera&cid=21B9C5CF-B7DF-82C5-BD4C-5A7182362216,Y
Olive Garden Small,CopycatTopSecretSmall,30,1,N,Google,copycat,5187,1142,22.02%,F681B265-F736-57FF-6B1F-576D6C808CA4,http://www.recipe4living.com/search?controller=recipes&searchterm=olive+garden,http://www.recipe4living.com/search?controller=recipes&searchterm=olive+garden&cid=F681B265-F736-57FF-6B1F-576D6C808CA4,Y
Olive Garden,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,4683,840,17.94%,8FF78B8D-B833-F341-86AF-B986310E48B9,http://www.recipe4living.com/search?controller=recipes&searchterm=olive+garden,http://www.recipe4living.com/search?controller=recipes&searchterm=olive+garden&cid=8FF78B8D-B833-F341-86AF-B986310E48B9,Y
KFC Small,CopycatTopSecretSmall,30,1,N,Google,copycat,6428,1303,20.27%,32FAA1F6-05AB-FDDE-A654-66CFA142CADF,http://www.recipe4living.com/recipes/search?searchterm_extra=KFC&searchterm=chicken+wings,http://www.recipe4living.com/recipes/search?searchterm_extra=KFC&searchterm=chicken+wings&cid=32FAA1F6-05AB-FDDE-A654-66CFA142CADF,Y
KFC,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,17635,3243,18.39%,9064B865-0008-AFC1-D7C3-B64639F432CF,http://www.recipe4living.com/recipes/search?searchterm_extra=KFC&searchterm=chicken+wings,http://www.recipe4living.com/recipes/search?searchterm_extra=KFC&searchterm=chicken+wings&cid=9064B865-0008-AFC1-D7C3-B64639F432CF,Y
Cracker Barrel Small,CopycatTopSecretSmall,30,1,N,Google,copycat,5372,925,17.22%,D1B8F4B8-C166-8137-A6CE-411A09DB3DA3,http://www.recipe4living.com/articles/7_copycat_cracker_barrel_recipes.htm,http://www.recipe4living.com/articles/7_copycat_cracker_barrel_recipes.htm?cid=D1B8F4B8-C166-8137-A6CE-411A09DB3DA3,Y
Cracker Barrel,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,1157,224,19.36%,DF31DA71-EA3A-9DDF-D224-F1D0F0997A52,http://www.recipe4living.com/articles/7_copycat_cracker_barrel_recipes.htm,http://www.recipe4living.com/articles/7_copycat_cracker_barrel_recipes.htm?cid=DF31DA71-EA3A-9DDF-D224-F1D0F0997A52,Y
Cheesecake Factory Small,CopycatTopSecretSmall,30,1,N,Google,copycat,1251,235,18.78%,73E49ECB-A2B1-5547-3379-135BDCADA998,http://www.recipe4living.com/recipes/copycat?searchterm_extra=cheesecake+factory,http://www.recipe4living.com/recipes/copycat?searchterm_extra=cheesecake+factory&cid=73E49ECB-A2B1-5547-3379-135BDCADA998,Y
Cheesecake Factory,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,4290,1056,24.62%,4BBE49ED-1ADD-31B1-8597-1304BF6C017D,http://www.recipe4living.com/recipes/copycat?searchterm_extra=cheesecake+factory,http://www.recipe4living.com/recipes/copycat?searchterm_extra=cheesecake+factory&cid=4BBE49ED-1ADD-31B1-8597-1304BF6C017D,Y
Applebees Small,CopycatTopSecretSmall,30,1,N,Google,copycat,7157,1445,20.19%,CBD0B995-7040-CE71-A5EA-74C68DF61CC8,http://www.recipe4living.com/recipes/copycat?searchterm_extra=applebe,http://www.recipe4living.com/recipes/copycat?searchterm_extra=applebe&cid=CBD0B995-7040-CE71-A5EA-74C68DF61CC8,Y
Applebees,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,1907,335,17.57%,6D39FC4F-1929-E5F6-4018-32B8C28CACC0,http://www.recipe4living.com/recipes/copycat?searchterm_extra=applebe,http://www.recipe4living.com/recipes/copycat?searchterm_extra=applebe&cid=6D39FC4F-1929-E5F6-4018-32B8C28CACC0,Y
eBook Small no X,eBookMealInspirationSmall,30,1,N,Google,eBooks,1523,190,12.48%,502691CB-519D-92E5-5348-30C94FF09284,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm?cid=502691CB-519D-92E5-5348-30C94FF09284,Y
Copycat eBook,eBookMealInspiration,30,1,N,Google,eBooks,1072,125,11.66%,17276593-3B72-FAD3-9428-5465D10D2B72,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm?cid=17276593-3B72-FAD3-9428-5465D10D2B72,Y
Jello Small,GeneralGetTastySmall,30,1,N,Google,test,1088,125,11.49%,554533A2-6B1F-7B6F-73FF-99B6B5A85BF9,http://www.recipe4living.com/search?controller=recipes&searchterm=jello,http://www.recipe4living.com/search?controller=recipes&searchterm=jello&cid=554533A2-6B1F-7B6F-73FF-99B6B5A85BF9,Y
Jello,GeneralGetTasty,30,1,N,Google,test,1098,130,11.84%,38D65FD9-9794-91C4-6F74-CAA0DD3B5A72,http://www.recipe4living.com/search?controller=recipes&searchterm=jello,http://www.recipe4living.com/search?controller=recipes&searchterm=jello&cid=38D65FD9-9794-91C4-6F74-CAA0DD3B5A72,Y
Trader Joe's Small,GeneralGetTastySmall,30,1,N,Google,test,164,47,28.66%,FD2C4871-BF3A-B3FB-53BA-FC4B198D46EA,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco&cid=FD2C4871-BF3A-B3FB-53BA-FC4B198D46EA,Y
Trader Joe's,GeneralGetTasty,30,1,N,Google,test,647,84,12.98%,CACF9E57-1686-AD0F-528E-BF99B45B6133,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco&cid=CACF9E57-1686-AD0F-528E-BF99B45B6133,Y
Taco Small,GeneralGetTastySmall,30,1,N,Google,test,5,0,0.00%,BBAC4D16-F09E-941A-4B26-A209F1534007,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco&cid=BBAC4D16-F09E-941A-4B26-A209F1534007,Y
Taco,GeneralGetTasty,30,1,N,Google,test,1,0,0.00%,AF01EEA9-7E96-9BB6-4F9C-04DE2DBECA41,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco,http://www.recipe4living.com/recipes/copycat?searchterm_extra=taco&cid=AF01EEA9-7E96-9BB6-4F9C-04DE2DBECA41,Y
Ruby Tuesday Small,CopycatTopSecretSmall,30,1,N,Google,test,215,45,20.93%,F347BA8C-0F32-A9FC-5F76-930DF391FC45,http://www.recipe4living.com/search?controller=recipes&searchterm=ruby+tuesday,http://www.recipe4living.com/search?controller=recipes&searchterm=ruby+tuesday&cid=F347BA8C-0F32-A9FC-5F76-930DF391FC45,Y
Ruby Tuesday,CopycatTopSecretFemaleChef,30,1,N,Google,test,218,56,25.69%,D8B4C9FE-B007-010A-2950-80F8029A3319,http://www.recipe4living.com/search?controller=recipes&searchterm=ruby+tuesday,http://www.recipe4living.com/search?controller=recipes&searchterm=ruby+tuesday&cid=D8B4C9FE-B007-010A-2950-80F8029A3319,Y
Richard Small,GeneralGetTastySmall,30,1,N,Google,test,37,6,16.22%,D567CD72-1F70-6011-B1B6-A0D87A6C5923,http://www.recipe4living.com/search?controller=recipes&searchterm=richard,http://www.recipe4living.com/search?controller=recipes&searchterm=richard&cid=D567CD72-1F70-6011-B1B6-A0D87A6C5923,Y
Richard,GeneralGetTasty,30,1,N,Google,test,20,3,15.00%,DF81D26D-4C26-5E90-6AA3-B5A821827909,http://www.recipe4living.com/search?controller=recipes&searchterm=richard,http://www.recipe4living.com/search?controller=recipes&searchterm=richard&cid=DF81D26D-4C26-5E90-6AA3-B5A821827909,Y
Oreo Small,GeneralGetTastySmall,30,1,N,Google,test,1034,160,15.47%,74BCCD39-44C2-3215-0405-FEC397D8709E,http://www.recipe4living.com/search?controller=recipes&searchterm=oreo,http://www.recipe4living.com/search?controller=recipes&searchterm=oreo&cid=74BCCD39-44C2-3215-0405-FEC397D8709E,Y
Oreo,GeneralGetTasty,30,1,N,Google,test,980,134,13.67%,574C0EBF-40C6-48FD-07E8-B016D01BB206,http://www.recipe4living.com/search?controller=recipes&searchterm=oreo,http://www.recipe4living.com/search?controller=recipes&searchterm=oreo&cid=574C0EBF-40C6-48FD-07E8-B016D01BB206,Y
Nutella Small,GeneralGetTastySmall,30,1,N,Google,test,539,102,18.92%,4C5BB27A-E182-A2D7-10CC-A61665162415,http://www.recipe4living.com/search?controller=recipes&searchterm=nutella,http://www.recipe4living.com/search?controller=recipes&searchterm=nutella&cid=4C5BB27A-E182-A2D7-10CC-A61665162415,Y
Nutella,GeneralGetTasty,30,1,N,Google,test,300,57,19.00%,4C230892-51A5-2F06-7BE2-3C557AA9427A,http://www.recipe4living.com/search?controller=recipes&searchterm=nutella,http://www.recipe4living.com/search?controller=recipes&searchterm=nutella&cid=4C230892-51A5-2F06-7BE2-3C557AA9427A,Y
McDonalds Small,CopycatTopSecretSmall,30,1,N,Google,test,12,2,16.67%,0F2D05F2-F35B-111C-4F7F-0B4AED14B16B,http://www.recipe4living.com/recipes/copycat?searchterm_extra=mcdonald,http://www.recipe4living.com/recipes/copycat?searchterm_extra=mcdonald&cid=0F2D05F2-F35B-111C-4F7F-0B4AED14B16B,Y
McDonalds,CopycatTopSecretFemaleChef,30,1,N,Google,test,168,20,11.90%,E9C19843-C867-4BEC-E478-D2750A0530B3,http://www.recipe4living.com/recipes/copycat?searchterm_extra=mcdonald,http://www.recipe4living.com/recipes/copycat?searchterm_extra=mcdonald&cid=E9C19843-C867-4BEC-E478-D2750A0530B3,Y
Marie Small,GeneralGetTastySmall,30,1,N,Google,test,115,22,19.13%,7A7938E5-944D-1315-B8F3-6F288811B204,http://www.recipe4living.com/recipes/copycat?searchterm_extra=marie,http://www.recipe4living.com/recipes/copycat?searchterm_extra=marie&cid=7A7938E5-944D-1315-B8F3-6F288811B204,Y
Marie,GeneralGetTasty,30,1,N,Google,test,818,231,28.24%,C2D1336F-815C-445C-C30B-B56848B4B199,http://www.recipe4living.com/recipes/copycat?searchterm_extra=marie,http://www.recipe4living.com/recipes/copycat?searchterm_extra=marie&cid=C2D1336F-815C-445C-C30B-B56848B4B199,Y
Market Pantry Small,GeneralGetTastySmall,30,1,N,Google,test,23,4,17.39%,C0B09799-253B-EAAB-E51A-70C6A9EF959D,http://www.recipe4living.com/search?controller=recipes&searchterm=market+pantry,http://www.recipe4living.com/search?controller=recipes&searchterm=market+pantry&cid=C0B09799-253B-EAAB-E51A-70C6A9EF959D,Y
Market Pantry,GeneralGetTasty,30,1,N,Google,test,1,0,0.00%,0395A818-03ED-5ADE-D264-BAA78347A030,http://www.recipe4living.com/search?controller=recipes&searchterm=market+pantry,http://www.recipe4living.com/search?controller=recipes&searchterm=market+pantry&cid=0395A818-03ED-5ADE-D264-BAA78347A030,Y
Hooters Small,GeneralGetTastySmall,30,1,N,Google,test,21,2,9.52%,1D9FACA4-006E-1E2D-CDE7-398DD7A7F096,http://www.recipe4living.com/search?controller=recipes&searchterm=hooters,http://www.recipe4living.com/search?controller=recipes&searchterm=hooters&cid=1D9FACA4-006E-1E2D-CDE7-398DD7A7F096,Y
Hooters,GeneralGetTasty,30,1,N,Google,test,579,77,13.30%,342EAAB4-04B0-C51A-8CB2-8A62654E02A8,http://www.recipe4living.com/search?controller=recipes&searchterm=hooters,http://www.recipe4living.com/search?controller=recipes&searchterm=hooters&cid=342EAAB4-04B0-C51A-8CB2-8A62654E02A8,Y
Hillshire Small,GeneralGetTastySmall,30,1,N,Google,test,34,6,17.65%,E402EFEF-671A-4ABB-C100-D4B7F860764B,http://www.recipe4living.com/search?controller=recipes&searchterm=hillshire,http://www.recipe4living.com/search?controller=recipes&searchterm=hillshire&cid=E402EFEF-671A-4ABB-C100-D4B7F860764B,Y
Hillshire,GeneralGetTasty,30,1,N,Google,test,960,190,19.79%,50631FE4-1D35-A3E5-5FFB-A3293E31E744,http://www.recipe4living.com/search?controller=recipes&searchterm=hillshire,http://www.recipe4living.com/search?controller=recipes&searchterm=hillshire&cid=50631FE4-1D35-A3E5-5FFB-A3293E31E744,Y
Golden Corral Small,GeneralGetTastySmall,30,1,N,Google,test,1,0,0.00%,657A2C74-F9C2-5517-BF21-80A79CDCB782,http://www.recipe4living.com/articles/5_copycat_golden_corral_recipes.htm,http://www.recipe4living.com/articles/5_copycat_golden_corral_recipes.htm?cid=657A2C74-F9C2-5517-BF21-80A79CDCB782,Y
Golden Corral,GeneralGetTasty,30,1,N,Google,test,654,124,18.96%,A6D42D91-7E00-5FCF-931A-ABAE9D2A5B5C,http://www.recipe4living.com/articles/5_copycat_golden_corral_recipes.htm,http://www.recipe4living.com/articles/5_copycat_golden_corral_recipes.htm?cid=A6D42D91-7E00-5FCF-931A-ABAE9D2A5B5C,Y
Dr. Pepper Small,GeneralGetTastySmall,30,1,N,Google,test,27,7,25.93%,0C412A3C-34E0-4213-8182-AEC7F98F4AFE,http://www.recipe4living.com/search?controller=recipes&searchterm=dr+pepper,http://www.recipe4living.com/search?controller=recipes&searchterm=dr+pepper&cid=0C412A3C-34E0-4213-8182-AEC7F98F4AFE,Y
Dr. Pepper,GeneralGetTasty,30,1,N,Google,test,561,99,17.65%,70F2675F-C653-F9DA-536C-6C14FC5B8F31,http://www.recipe4living.com/search?controller=recipes&searchterm=dr+pepper,http://www.recipe4living.com/search?controller=recipes&searchterm=dr+pepper&cid=70F2675F-C653-F9DA-536C-6C14FC5B8F31,Y
CopyDessert Small,GeneralGetTastySmall,30,1,N,Google,test,172,23,13.37%,786AE94C-5861-D9D2-9826-967DB27A5064,http://www.recipe4living.com/search?controller=recipes&searchterm=dunkin+kreme,http://www.recipe4living.com/search?controller=recipes&searchterm=dunkin+kreme&cid=786AE94C-5861-D9D2-9826-967DB27A5064,Y
CopyDessert,GeneralGetTasty,30,1,N,Google,test,503,93,18.49%,768A44D9-7E1F-7D5C-5ABD-A963CF8BF75F,http://www.recipe4living.com/search?controller=recipes&searchterm=dunkin+kreme,http://www.recipe4living.com/search?controller=recipes&searchterm=dunkin+kreme&cid=768A44D9-7E1F-7D5C-5ABD-A963CF8BF75F,Y
Chipotle Small,CopycatTopSecretSmall,30,1,N,Google,test,22,4,18.18%,F16A6FA9-4EED-ADB4-5F9E-29291F5AB42B,http://www.recipe4living.com/recipes/copycat?searchterm_extra=Chipotle,http://www.recipe4living.com/recipes/copycat?searchterm_extra=Chipotle&cid=F16A6FA9-4EED-ADB4-5F9E-29291F5AB42B,Y
Chipotle,CopycatTopSecretFemaleChef,30,1,N,Google,test,186,27,14.52%,4841F676-1ABA-B4BA-6A0C-83CF88F351F3,http://www.recipe4living.com/recipes/copycat?searchterm_extra=Chipotle,http://www.recipe4living.com/recipes/copycat?searchterm_extra=Chipotle&cid=4841F676-1ABA-B4BA-6A0C-83CF88F351F3,Y
Boston Market Small,GeneralGetTastySmall,30,1,N,Google,test,395,29,7.34%,C6C77861-8F31-8C52-CC43-E1E05690925E,http://www.recipe4living.com/recipes/copycat?searchterm_extra=boston+market,http://www.recipe4living.com/recipes/copycat?searchterm_extra=boston+market&cid=C6C77861-8F31-8C52-CC43-E1E05690925E,Y
Boston Market,GeneralGetTasty,30,1,Y,Google,test,269,19,7.06%,E4B1B60A-1FBB-32F7-3FB4-45DAC4764123,http://www.recipe4living.com/recipes/copycat?searchterm_extra=boston+market,http://www.recipe4living.com/recipes/copycat?searchterm_extra=boston+market&cid=E4B1B60A-1FBB-32F7-3FB4-45DAC4764123,Y
Bob Evans Small,GeneralGetTastySmall,30,1,N,Google,test,8,2,25.00%,3839D29F-3864-B547-9165-EAFA61486F0F,http://www.recipe4living.com/recipes/copycat?searchterm_extra=bob+evans,http://www.recipe4living.com/recipes/copycat?searchterm_extra=bob+evans&cid=3839D29F-3864-B547-9165-EAFA61486F0F,Y
Bob Evans,GeneralGetTasty,30,1,N,Google,test,15,2,13.33%,205C902A-34BB-2DC7-BFD2-C5FE23E067BE,http://www.recipe4living.com/recipes/copycat?searchterm_extra=bob+evans,http://www.recipe4living.com/recipes/copycat?searchterm_extra=bob+evans&cid=205C902A-34BB-2DC7-BFD2-C5FE23E067BE,Y
Arbys Small,GeneralGetTastySmall,30,1,N,Google,test,33,5,15.15%,A3C28433-B7BE-96C4-0E3E-CD3F44DCEECD,http://www.recipe4living.com/recipes/copycat?searchterm_extra=arby,http://www.recipe4living.com/recipes/copycat?searchterm_extra=arby&cid=A3C28433-B7BE-96C4-0E3E-CD3F44DCEECD,Y
Arbys,GeneralGetTasty,30,1,N,Google,test,7,0,0.00%,FA21A3CC-81A0-EEDE-4DD9-A64DD782BFEB,http://www.recipe4living.com/recipes/copycat?searchterm_extra=arby,http://www.recipe4living.com/recipes/copycat?searchterm_extra=arby&cid=FA21A3CC-81A0-EEDE-4DD9-A64DD782BFEB,Y
Turkeys Smalls,GeneralGetTastySmall,30,1,N,Google,meat,3706,367,9.90%,231EAAC9-7D27-690F-E923-C4950132B2C5,http://www.recipe4living.com/search?controller=recipes&searchterm=turkey,http://www.recipe4living.com/search?controller=recipes&searchterm=turkey&cid=231EAAC9-7D27-690F-E923-C4950132B2C5,Y
Turkeys,GeneralGetTasty,30,1,N,Google,meat,1137,118,10.38%,7F022BEB-916B-E12F-5F52-0FA24C3F8D71,http://www.recipe4living.com/search?controller=recipes&searchterm=turkey,http://www.recipe4living.com/search?controller=recipes&searchterm=turkey&cid=7F022BEB-916B-E12F-5F52-0FA24C3F8D71,Y
Talapia Small,GeneralGetTastySmall,30,1,N,Google,meat,2273,460,20.24%,FA8EFB20-4E7D-E7AA-E2D4-1FF0ABDC2FAA,http://www.recipe4living.com/search?controller=recipes&searchterm=tilapia,http://www.recipe4living.com/search?controller=recipes&searchterm=tilapia&cid=FA8EFB20-4E7D-E7AA-E2D4-1FF0ABDC2FAA,Y
Talapia,GeneralGetTasty,30,1,N,Google,meat,1163,210,18.06%,F7C67D29-2E38-108C-0046-222425FA4F92,http://www.recipe4living.com/search?controller=recipes&searchterm=tilapia,http://www.recipe4living.com/search?controller=recipes&searchterm=tilapia&cid=F7C67D29-2E38-108C-0046-222425FA4F92,Y
Shrimp Small,GeneralGetTastySmall,30,1,N,Google,meat,1254,104,8.29%,F64EAEF0-3F2A-A937-A66B-C06450E4657A,http://www.recipe4living.com/search?controller=recipes&searchterm=shrimp,http://www.recipe4living.com/search?controller=recipes&searchterm=shrimp&cid=F64EAEF0-3F2A-A937-A66B-C06450E4657A,Y
Shrimp,GeneralGetTasty,30,1,N,Google,meat,672,84,12.50%,62BA5A4F-7A6B-8BC3-6177-7BBC3EA239AF,http://www.recipe4living.com/search?controller=recipes&searchterm=shrimp,http://www.recipe4living.com/search?controller=recipes&searchterm=shrimp&cid=62BA5A4F-7A6B-8BC3-6177-7BBC3EA239AF,Y
Seafoood Small,GeneralGetTastySmall,30,1,N,Google,meat,846,75,8.87%,7A613B95-4840-340F-FC9F-4BA3F2F77802,http://www.recipe4living.com/search?controller=recipes&searchterm=seafood,http://www.recipe4living.com/search?controller=recipes&searchterm=seafood&cid=7A613B95-4840-340F-FC9F-4BA3F2F77802,Y
Seafoood,GeneralGetTasty,30,1,N,Google,meat,410,41,10.00%,37E65901-1D13-AB62-6851-ED3281F92B1E,http://www.recipe4living.com/search?controller=recipes&searchterm=seafood,http://www.recipe4living.com/search?controller=recipes&searchterm=seafood&cid=37E65901-1D13-AB62-6851-ED3281F92B1E,Y
Scallops Small,GeneralGetTastySmall,30,1,N,Google,meat,1536,201,13.09%,CCDFB0A4-CEDD-1302-7242-69CD115EB13D,http://www.recipe4living.com/search?controller=recipes&searchterm=scallops,http://www.recipe4living.com/search?controller=recipes&searchterm=scallops&cid=CCDFB0A4-CEDD-1302-7242-69CD115EB13D,Y
Scallops,GeneralGetTasty,30,1,N,Google,meat,768,124,16.15%,7B30476D-3FC8-42D0-F393-3E05BD614257,http://www.recipe4living.com/search?controller=recipes&searchterm=scallops,http://www.recipe4living.com/search?controller=recipes&searchterm=scallops&cid=7B30476D-3FC8-42D0-F393-3E05BD614257,Y
Salmon Small,GeneralGetTastySmall,30,1,N,Google,meat,964,95,9.85%,EF9400A6-DBB5-0041-78DD-E8B5D472A809,http://www.recipe4living.com/recipes/search?searchterm_extra=salmon&searchterm=fish,http://www.recipe4living.com/recipes/search?searchterm_extra=salmon&searchterm=fish&cid=EF9400A6-DBB5-0041-78DD-E8B5D472A809,Y
Salmon,GeneralGetTasty,30,1,N,Google,meat,652,53,8.13%,E64356AE-4AFC-4A9E-EADA-28FD1ED8E2BD,http://www.recipe4living.com/recipes/search?searchterm_extra=salmon&searchterm=fish,http://www.recipe4living.com/recipes/search?searchterm_extra=salmon&searchterm=fish&cid=E64356AE-4AFC-4A9E-EADA-28FD1ED8E2BD,Y
Quick and Easy Beef Small,GeneralGetTastySmall,30,1,N,Google,meat,388,20,5.15%,AC9FDDF0-BCFE-1F32-E1DC-583AEDE02820,http://www.recipe4living.com/recipes/quick_easy?searchterm_extra=beef,http://www.recipe4living.com/recipes/quick_easy?searchterm_extra=beef&cid=AC9FDDF0-BCFE-1F32-E1DC-583AEDE02820,Y
Quick and Easy Beef,GeneralGetTasty,30,1,N,Google,meat,278,6,2.16%,C9933833-1F6A-87B9-9E2A-C6B04261DF67,http://www.recipe4living.com/recipes/quick_easy?searchterm_extra=beef,http://www.recipe4living.com/recipes/quick_easy?searchterm_extra=beef&cid=C9933833-1F6A-87B9-9E2A-C6B04261DF67,Y
Rabbit Small,GeneralGetTastySmall,30,1,N,Google,meat,335,54,16.12%,C31D5557-70EE-A48A-70B0-FF496C7BA1BE,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=rabbit,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=rabbit&cid=C31D5557-70EE-A48A-70B0-FF496C7BA1BE,Y
Rabbit,GeneralGetTasty,30,1,N,Google,meat,89,9,10.11%,EA87A875-33E6-7B2F-F0BD-C2CB9ED53014,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=rabbit,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=rabbit&cid=EA87A875-33E6-7B2F-F0BD-C2CB9ED53014,Y
Pork Chop Small,GeneralGetTastySmall,30,1,N,Google,meat,2356,325,13.79%,9F9F8E01-ED7F-4516-21F8-E52FA08E7D42,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=pork+chop,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=pork+chop&cid=9F9F8E01-ED7F-4516-21F8-E52FA08E7D42,Y
Pork Chop,GeneralGetTasty,30,1,N,Google,meat,1056,177,16.76%,7EDBE04A-4D13-F44F-24FF-B92ABB7415A2,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=pork+chop,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=pork+chop&cid=7EDBE04A-4D13-F44F-24FF-B92ABB7415A2,Y
Lamb Small,GeneralGetTastySmall,30,1,N,Google,meat,1643,192,11.69%,ACF103BE-60B4-7F62-2625-2C7101828794,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=lamb,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=lamb&cid=ACF103BE-60B4-7F62-2625-2C7101828794,Y
Lamb,GeneralGetTasty,30,1,N,Google,meat,530,65,12.26%,F50DBDE8-F12C-584A-97E3-81D22A221B19,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=lamb,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=lamb&cid=F50DBDE8-F12C-584A-97E3-81D22A221B19,Y
Ham Small,GeneralGetTastySmall,30,1,N,Google,meat,383,39,10.18%,FC3D2C20-CC18-DC9F-17EF-6B1F92D6060C,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=ham,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=ham&cid=FC3D2C20-CC18-DC9F-17EF-6B1F92D6060C,Y
Ham,GeneralGetTasty,30,1,N,Google,meat,635,88,13.86%,6B29DF3E-6E0F-B1A8-96E0-F31CBABB676A,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=ham,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=ham&cid=6B29DF3E-6E0F-B1A8-96E0-F31CBABB676A,Y
Fish Small,GeneralGetTastySmall,30,1,N,Google,meat,1486,151,10.16%,24E697ED-75F4-0B23-EB89-A82AFFBDFD94,http://www.recipe4living.com/search?controller=recipes&searchterm=fish,http://www.recipe4living.com/search?controller=recipes&searchterm=fish&cid=24E697ED-75F4-0B23-EB89-A82AFFBDFD94,Y
Fish,GeneralGetTasty,30,1,N,Google,meat,709,67,9.45%,A0021294-748C-FEE9-8FCC-61520A77420E,http://www.recipe4living.com/search?controller=recipes&searchterm=fish,http://www.recipe4living.com/search?controller=recipes&searchterm=fish&cid=A0021294-748C-FEE9-8FCC-61520A77420E,Y
Duck Small,GeneralGetTastySmall,30,1,N,Google,general,159,19,11.95%,E6DBAE97-E301-A5F1-47D5-C1DA3464A6C0,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=duck,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=duck&cid=E6DBAE97-E301-A5F1-47D5-C1DA3464A6C0,Y
Duck,GeneralGetTasty,30,1,N,Google,meat,108,15,13.89%,AAF2A4F8-3EE1-4EEA-E40A-80610E2E1C87,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=duck,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=duck&cid=AAF2A4F8-3EE1-4EEA-E40A-80610E2E1C87,Y
Easy Chicken Small,GeneralGetTastySmall,30,1,N,Google,meat,1961,290,14.79%,87748BBB-F341-01BD-641A-C8D140909E36,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=easy+chicken,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=easy+chicken&cid=87748BBB-F341-01BD-641A-C8D140909E36,Y
Easy Chicken,GeneralGetTasty,30,1,N,Google,meat,1277,147,11.51%,61E8FC6C-015B-5653-0FA8-166C860B3451,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=easy+chicken,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=easy+chicken&cid=61E8FC6C-015B-5653-0FA8-166C860B3451,Y
Chicken Recipes Small,GeneralGetTastySmall,30,1,N,Google,general,871,113,12.97%,7AED28C6-96B0-9917-6FBB-975A2455C6DB,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=chicken,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=chicken&cid=7AED28C6-96B0-9917-6FBB-975A2455C6DB,Y
Chicken Recipes,GeneralGetTasty,30,1,N,Google,general,380,52,13.68%,5D994738-2B66-8362-0AE3-612FB8FA15FA,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=chicken,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=chicken&cid=5D994738-2B66-8362-0AE3-612FB8FA15FA,Y
Burger Small,GeneralGetTastySmall,30,1,N,Google,meat,67,4,5.97%,B4ED3F34-7AF8-0AA8-3CFA-2E8D2157354F,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=burger,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=burger&cid=B4ED3F34-7AF8-0AA8-3CFA-2E8D2157354F,Y
Burger,GeneralGetTasty,30,1,N,Google,meat,1037,138,13.31%,21B6C62E-4937-4930-C999-8E7565ABBE85,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=burger,http://www.recipe4living.com/recipes/main_courses?searchterm_extra=burger&cid=21B6C62E-4937-4930-C999-8E7565ABBE85,Y
