Link Name,Template [listid],Opacity,Delay,User Control,Source,Campaign,Display Count,Signup Count,Conversion Rate,Linkid,URL,Preview Link,Active
Slow Cooker Delayed,CrockpotEasy1,70,1,N,Google,crockpot,14286,2260,15.82%,0E74E0B9-B1F3-1709-A6C3-6C3705857905,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker&cid=0E74E0B9-B1F3-1709-A6C3-6C3705857905,Y
Crock Pot Delay,CrockpotEasy1,70,1,N,Google,crockpot,22206,4395,19.79%,84FA0550-9225-9A50-FFD8-8616CA8A0C5B,http://www.recipe4living.com/recipes/crockpot,http://www.recipe4living.com/recipes/crockpot?cid=84FA0550-9225-9A50-FFD8-8616CA8A0C5B,Y
Rolo Cookies,GeneralGetTastySmall,30,1,Y,Google,test,32,0,0.00%,91987671-9B8B-E4AA-B09A-6DA1F5FE9A74,http://www.recipe4living.com/search?controller=recipes&searchterm=rolo,http://www.recipe4living.com/search?controller=recipes&searchterm=rolo&cid=91987671-9B8B-E4AA-B09A-6DA1F5FE9A74,Y
Butterfinger Cake,GeneralGetTastySmall,30,1,N,Google,test,98,9,9.18%,65D54427-87FD-37C4-5C97-C09D82565D65,http://www.recipe4living.com/recipes/butterfinger_cake.htm,http://www.recipe4living.com/recipes/butterfinger_cake.htm?cid=65D54427-87FD-37C4-5C97-C09D82565D65,Y
Catalogs eBooks,eBookMealInspirationSmall,30,1,N,Catalogs,Catalogs,57,8,14.04%,0FA9C120-F193-C6AD-249A-879C8A1CA480,http://www.recipe4living.com/articles/free_ecookbooks.htm,http://www.recipe4living.com/articles/free_ecookbooks.htm?cid=0FA9C120-F193-C6AD-249A-879C8A1CA480,Y
Halloween eBook,eBookMealInspirationSmall,30,1,N,Google,eBooks,3763,542,14.40%,8C92E2E8-88C2-E3BC-7A28-2E431E6F12F8,http://www.recipe4living.com/articles/halloween_ecookbook.htm,http://www.recipe4living.com/articles/halloween_ecookbook.htm?cid=8C92E2E8-88C2-E3BC-7A28-2E431E6F12F8,Y
Copycat Catalogs,CopycatTopSecretSmall,30,1,N,Catalogs,Catalogs,32,8,25.00%,14D0A764-DE23-3B2B-08EF-3F22189F0121, http://www.recipe4living.com/copycat, http://www.recipe4living.com/copycat?cid=14D0A764-DE23-3B2B-08EF-3F22189F0121,Y
Crock Pot Catalogs,CrockpotEasy1Small,30,1,N,Catalogs,Catalogs,50,19,38.00%,62398FA2-FA07-9C50-C748-41392EA6E7DC,http://www.recipe4living.com/recipes/crockpot,http://www.recipe4living.com/recipes/crockpot?cid=62398FA2-FA07-9C50-C748-41392EA6E7DC,Y
Casserole Catalogs,GeneralGetTastySmall,30,1,N,Catalogs,Catalogs,48,18,37.50%,F8E2C1BD-FD35-6637-E433-1A33B09613DA,http://www.recipe4living.com/recipes/casseroles,http://www.recipe4living.com/recipes/casseroles?cid=F8E2C1BD-FD35-6637-E433-1A33B09613DA,Y
Budget Catalogs,GeneralGetTastySmall,30,1,N,Catalogs,Catalogs,36,18,50.00%,A9F89D85-9A9C-24B8-0504-9E8672D4E11A, http://www.recipe4living.com/recipes/budget_cooking, http://www.recipe4living.com/recipes/budget_cooking?cid=A9F89D85-9A9C-24B8-0504-9E8672D4E11A,Y
Main Catalogs,GeneralGetTastySmall,30,1,N,Catalogs,Catalogs,486,256,52.67%,DD2F21C2-8C78-4E44-D16A-5B4E4443A03F,http://www.recipe4living.com/,http://www.recipe4living.com/?cid=DD2F21C2-8C78-4E44-D16A-5B4E4443A03F,Y
R4L Branding,GeneralGetTasty,30,1,N,Google,r4lbranding,3936,1529,38.85%,B8CAA34A-0EB3-EB2A-6D59-7F62E1B2E07C,http://www.recipe4living.com/,http://www.recipe4living.com/?cid=B8CAA34A-0EB3-EB2A-6D59-7F62E1B2E07C,Y
Site Link Diabetes,HealthyMouthwatering,30,1,N,Google,sitelinks,1397,244,17.47%,D3758B1E-14FF-BC87-BF33-3106D46F57EF,http://www.recipe4living.com/articles/12_diabetes_friendly_recipes.htm,http://www.recipe4living.com/articles/12_diabetes_friendly_recipes.htm?cid=D3758B1E-14FF-BC87-BF33-3106D46F57EF,Y
Site Link Casserole,GeneralGetTasty,30,1,N,Google,sitelinks,3029,451,14.89%,ACEE5FB0-9CF9-FA60-A468-B5FB415F4D65,http://www.recipe4living.com/articles/the_15_best_6_ingredient_casseroles.htm,http://www.recipe4living.com/articles/the_15_best_6_ingredient_casseroles.htm?cid=ACEE5FB0-9CF9-FA60-A468-B5FB415F4D65,Y
Site Link Copy Cat,CopycatTopSecretFemaleChef,30,1,N,Google,sitelinks,1982,352,17.76%,E3CE671A-6C15-DE22-23D5-273F25D09883,http://www.recipe4living.com/articles/10_restaurant_copy_cat_dinner_recipes.htm,http://www.recipe4living.com/articles/10_restaurant_copy_cat_dinner_recipes.htm?cid=E3CE671A-6C15-DE22-23D5-273F25D09883,Y
Site Link Crock Pot,CrockpotEasy1,30,1,N,Google,sitelinks,4439,859,19.35%,4DD25DBF-94DC-6BA9-C486-12D80079E2E3,http://www.recipe4living.com/articles/our_most_unique_crockpot_recipes.htm,http://www.recipe4living.com/articles/our_most_unique_crockpot_recipes.htm?cid=4DD25DBF-94DC-6BA9-C486-12D80079E2E3,Y
Site Links eBook,GeneralGetTasty,30,1,N,Google,sitelinks,44,5,11.36%,B25648D9-7233-B774-7640-6C053733204A,http://www.recipe4living.com/articles/free_ecookbooks.htm,http://www.recipe4living.com/articles/free_ecookbooks.htm?cid=B25648D9-7233-B774-7640-6C053733204A,Y
Site LInk Coupons,GeneralGetTasty,30,1,N,Google,sitelinks,13,0,0.00%,A98C7874-FA76-2D4C-EC5F-AFDE9C34FE9C,http://www.recipe4living.com/coupons,http://www.recipe4living.com/coupons?cid=A98C7874-FA76-2D4C-EC5F-AFDE9C34FE9C,Y
Site Link Quick and Easy,GeneralGetTasty,30,1,N,Google,sitelinks,4208,370,8.79%,B17E1E20-3BC1-8768-0D52-5495A40046A5,http://www.recipe4living.com/articles/18_quick_and_easy_entrees.htm,http://www.recipe4living.com/articles/18_quick_and_easy_entrees.htm?cid=B17E1E20-3BC1-8768-0D52-5495A40046A5,Y
Site Link Party,GeneralGetTasty,30,1,N,Google,sitelinks,131,16,12.21%,0CA3BC16-6B88-1866-2FBB-EED2A3AFA039,http://www.recipe4living.com/articles/party_food_recipes.htm,http://www.recipe4living.com/articles/party_food_recipes.htm?cid=0CA3BC16-6B88-1866-2FBB-EED2A3AFA039,Y
Blackberry Small,GeneralGetTastySmall,30,1,N,Google,fruitsandveg,276,57,20.65%,E6064F0A-EEDB-F7D8-CD1C-7716FDEB8A8D,http://www.recipe4living.com/recipes/fruits?searchterm_extra=blackberry,http://www.recipe4living.com/recipes/fruits?searchterm_extra=blackberry&cid=E6064F0A-EEDB-F7D8-CD1C-7716FDEB8A8D,Y
Cracker Barrel Hash Brown Casserol,CopycatTopSecretSmall,30,10,N,Google,copycat,23,1,4.35%,AA97A468-00AA-0B48-937D-CEAE47DDFCEE,http://www.recipe4living.com/recipes/copycat_cracker_barrel_hash_brown_casserole.htm,http://www.recipe4living.com/recipes/copycat_cracker_barrel_hash_brown_casserole.htm?cid=AA97A468-00AA-0B48-937D-CEAE47DDFCEE,Y
Low Carb Video,GeneralGetTasty,30,1,N,Google,healthy,22,4,18.18%,69D52E52-77F5-F6A9-D439-75DE45FFA381,http://www.recipe4living.com/articles/low_carb_recipes_hints_videos.htm,http://www.recipe4living.com/articles/low_carb_recipes_hints_videos.htm?cid=69D52E52-77F5-F6A9-D439-75DE45FFA381,Y
Pickles Dill,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,3,0,0.00%,9A77DE6B-6A0E-5B4E-72F5-827743C49C24,http://www.recipe4living.com/recipes/tangy_cucumbers_with_onion_and_dill.htm,http://www.recipe4living.com/recipes/tangy_cucumbers_with_onion_and_dill.htm?cid=9A77DE6B-6A0E-5B4E-72F5-827743C49C24,Y
Apple Crumble Pie,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,2,0,0.00%,09EB3D39-A956-4842-80E1-C6194C4EC167,http://www.recipe4living.com/recipes/crumble_top_apple_pie.htm,http://www.recipe4living.com/recipes/crumble_top_apple_pie.htm?cid=09EB3D39-A956-4842-80E1-C6194C4EC167,Y
Apple Butter Crock Pot,CrockpotEasy1Small,30,10,N,Google,fruitsandveg,2,0,0.00%,74D858A8-4C07-C48F-BEA8-3DA102BF78AD,http://www.recipe4living.com/recipes/fine_crock_pot_apple_butter_recipe.htm,http://www.recipe4living.com/recipes/fine_crock_pot_apple_butter_recipe.htm?cid=74D858A8-4C07-C48F-BEA8-3DA102BF78AD,Y
Apple Dumpling,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,17,4,23.53%,E1299408-A022-7A25-2F8E-C01EC7BF2683,http://www.recipe4living.com/recipes/great_easy_apple_dumplings_recipe.htm,http://www.recipe4living.com/recipes/great_easy_apple_dumplings_recipe.htm?cid=E1299408-A022-7A25-2F8E-C01EC7BF2683,Y
Oatmeal Apple Crisp,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,5,0,0.00%,00B8FC34-7FB4-A7C5-1220-307CE275B736,http://www.recipe4living.com/recipes/oatmeal_apple_crisp.htm,http://www.recipe4living.com/recipes/oatmeal_apple_crisp.htm?cid=00B8FC34-7FB4-A7C5-1220-307CE275B736,Y
Apple Muffin,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,1,0,0.00%,20E51939-C2A2-320E-B1DB-8610F3C411AE,http://www.recipe4living.com/recipes/stunning_apple_muffins_recipe.htm,http://www.recipe4living.com/recipes/stunning_apple_muffins_recipe.htm?cid=20E51939-C2A2-320E-B1DB-8610F3C411AE,Y
Healthy Fish eCookbook,eBookMealInspiration,30,1,N,Google,meat,30,2,6.67%,3BA1746A-80DE-B848-9E05-390B8433C780,http://www.recipe4living.com/articles/healthy_fish_recipes_ecookbook.htm,http://www.recipe4living.com/articles/healthy_fish_recipes_ecookbook.htm?cid=3BA1746A-80DE-B848-9E05-390B8433C780,Y
Slow Cooker Pulled Pork,CrockpotEasy1Small,30,10,N,Google,crockpot,1,0,0.00%,F3FFD04C-8120-44B9-158C-C504D5B3A304,http://www.recipe4living.com/recipes/pulled_pork_with_spicy_wet_rub.htm,http://www.recipe4living.com/recipes/pulled_pork_with_spicy_wet_rub.htm?cid=F3FFD04C-8120-44B9-158C-C504D5B3A304,Y
Slow Cooker Pork,CrockpotEasy1Small,30,10,N,Google,crockpot,12,0,0.00%,53A57208-2590-D2F6-4333-ADC69C18E995,http://www.recipe4living.com/recipes/slow_cooker_pork_pot_roast.htm,http://www.recipe4living.com/recipes/slow_cooker_pork_pot_roast.htm?cid=53A57208-2590-D2F6-4333-ADC69C18E995,Y
Crock Pot Mac n Cheese,CrockpotEasy1Small,30,10,N,Google,crockpot,1640,147,8.96%,24120CEF-3173-DE91-84C1-577F11B4EB39,http://www.recipe4living.com/recipes/slow_cooker_mac_and_cheese.htm,http://www.recipe4living.com/recipes/slow_cooker_mac_and_cheese.htm?cid=24120CEF-3173-DE91-84C1-577F11B4EB39,Y
Crock Pot Ribs,CrockpotEasy1Small,30,10,N,Google,crockpot,24,2,8.33%,C7CF128D-3553-4408-E9BA-CC93DD6EAB0D,http://www.recipe4living.com/recipes/crock_pot_short_ribs_parisienne.htm,http://www.recipe4living.com/recipes/crock_pot_short_ribs_parisienne.htm?cid=C7CF128D-3553-4408-E9BA-CC93DD6EAB0D,Y
Carrot Cass,GeneralGetTastySmall,30,10,N,Google,budget,34,2,5.88%,77426E25-3F6B-8785-21F0-C2A327B3801B,http://www.recipe4living.com/recipes/yummy_carrot_casserole_recipe.htm,http://www.recipe4living.com/recipes/yummy_carrot_casserole_recipe.htm?cid=77426E25-3F6B-8785-21F0-C2A327B3801B,Y
Asparagus Cass,GeneralGetTastySmall,30,10,N,Google,budget,55,3,5.45%,CBF98EAE-13BC-52D1-7987-07C3BEABEFF0,http://www.recipe4living.com/recipes/asparagus_and_onion_casserole.htm,http://www.recipe4living.com/recipes/asparagus_and_onion_casserole.htm?cid=CBF98EAE-13BC-52D1-7987-07C3BEABEFF0,Y
Onion Cass,GeneralGetTastySmall,30,10,N,Google,budget,24,1,4.17%,E7D63D3C-8379-0A6B-D261-DCA144AC7095,http://www.recipe4living.com/recipes/french_onion_soup_casserole.htm,http://www.recipe4living.com/recipes/french_onion_soup_casserole.htm?cid=E7D63D3C-8379-0A6B-D261-DCA144AC7095,Y
Squash Cass,GeneralGetTastySmall,30,10,N,Google,budget,25,5,20.00%,12117780-EDB2-8B46-8425-5F010E681D3A,http://www.recipe4living.com/recipes/squash_casserole.htm,http://www.recipe4living.com/recipes/squash_casserole.htm?cid=12117780-EDB2-8B46-8425-5F010E681D3A,Y
Ground Beef Recipes,GeneralGetTasty,30,1,N,Google,meat,3,0,0.00%,31A277AC-EF0F-31CF-0AD9-5E085B266316,http://www.recipe4living.com/articles/ground_beef_casserole_recipes_tips_and_videos.htm,http://www.recipe4living.com/articles/ground_beef_casserole_recipes_tips_and_videos.htm?cid=31A277AC-EF0F-31CF-0AD9-5E085B266316,Y
Ham Cass,CrockpotEasy1Small,30,10,N,Google,budget,85,1,1.18%,8A5D68A2-FFC6-AA18-4174-DFA1B1EF93EB,http://www.recipe4living.com/recipes/awesome_ham_casserole_recipe.htm,http://www.recipe4living.com/recipes/awesome_ham_casserole_recipe.htm?cid=8A5D68A2-FFC6-AA18-4174-DFA1B1EF93EB,Y
Grape Jelly,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,591,55,9.31%,2E2B6C41-1855-1FDD-5703-488672756E9B,http://www.recipe4living.com/recipes/grape_marmalade.htm,http://www.recipe4living.com/recipes/grape_marmalade.htm?cid=2E2B6C41-1855-1FDD-5703-488672756E9B,Y
Canning Tomatoes,GeneralGetTastySmall,30,10,N,Google,fruitsandveg,653,78,11.94%,B116CDA3-A952-F00A-088A-F02BB4AAE0B1,http://www.recipe4living.com/articles/how_to_can_tomatoes.htm,http://www.recipe4living.com/articles/how_to_can_tomatoes.htm?cid=B116CDA3-A952-F00A-088A-F02BB4AAE0B1,Y
Zucchini Cass ,GeneralGetTastySmall,30,10,N,Google,budget,1167,92,7.88%,3BDD79FB-36F8-AA89-B0BB-59CE11AD9297,http://www.recipe4living.com/recipes/zucchini_and_cream_cheese_casserole.htm,http://www.recipe4living.com/recipes/zucchini_and_cream_cheese_casserole.htm?cid=3BDD79FB-36F8-AA89-B0BB-59CE11AD9297,Y
Cake Mix Small,GeneralGetTastySmall,30,1,N,Google,general,1624,235,14.47%,F001B0CF-FD83-FBAB-B056-3B369030BD2E,http://www.recipe4living.com/articles/10_great_cake_recipes_with_cake_mix.htm,http://www.recipe4living.com/articles/10_great_cake_recipes_with_cake_mix.htm?cid=F001B0CF-FD83-FBAB-B056-3B369030BD2E,Y
Cake Mix,GeneralGetTasty,30,1,N,Google,general,1321,216,16.35%,69181693-6D38-00CC-BC1F-DCA983153E7F,http://www.recipe4living.com/articles/10_great_cake_recipes_with_cake_mix.htm,http://www.recipe4living.com/articles/10_great_cake_recipes_with_cake_mix.htm?cid=69181693-6D38-00CC-BC1F-DCA983153E7F,Y
Slow Cooker No X Small,CrockpotEasy1Small,30,1,N,Google,crockpot,2410,471,19.54%,1227D137-65F6-6392-AAFE-AA42ACCD16D1,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker&cid=1227D137-65F6-6392-AAFE-AA42ACCD16D1,Y
Slow Cooker No X,CrockpotEasy1,30,1,N,Google,crockpot,15827,2752,17.39%,6340B3B6-08C1-F876-910A-15A96541A8DD,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker,http://www.recipe4living.com/search?controller=recipes&searchterm=slow+cooker&cid=6340B3B6-08C1-F876-910A-15A96541A8DD,Y
Crock Pot No X Small,CrockpotEasy1Small,30,1,N,Google,crockpot,4243,758,17.86%,925F501B-A4F3-CEEE-3FF6-C2A4DAA32341,http://www.recipe4living.com/recipes/crockpot,http://www.recipe4living.com/recipes/crockpot?cid=925F501B-A4F3-CEEE-3FF6-C2A4DAA32341,Y
Crock Pot No X ,CrockpotEasy1,30,1,N,Google,crockpot,32683,6506,19.91%,ADC4ABC2-A19C-559F-7869-E6C5A1D4DF3B,http://www.recipe4living.com/recipes/crockpot,http://www.recipe4living.com/recipes/crockpot?cid=ADC4ABC2-A19C-559F-7869-E6C5A1D4DF3B,Y
Breakfast Crockpot No X Small,CrockpotEasy1Small,30,1,N,Google,crockpot,4044,625,15.45%,1E1064E4-B64D-64FC-4334-7B40EB6446FB,http://www.recipe4living.com/recipes/crockpot?searchterm_extra=breakfast,http://www.recipe4living.com/recipes/crockpot?searchterm_extra=breakfast&cid=1E1064E4-B64D-64FC-4334-7B40EB6446FB,Y
Breakfast Crockpot No X,CrockpotEasy1,30,1,N,Google,crockpot,1208,346,28.64%,78D9BE50-40AA-A081-6B9E-9174DB408376,http://www.recipe4living.com/recipes/crockpot?searchterm_extra=breakfast,http://www.recipe4living.com/recipes/crockpot?searchterm_extra=breakfast&cid=78D9BE50-40AA-A081-6B9E-9174DB408376,Y
Cooking General Small,GeneralGetTastySmall,30,1,N,Google,general,2222,278,12.51%,630EC3A1-966B-2A34-AD20-75B091A7ACF7,http://www.recipe4living.com/,http://www.recipe4living.com/?cid=630EC3A1-966B-2A34-AD20-75B091A7ACF7,Y
Cooking General,GeneralGetTasty,30,1,N,Google,general,2,0,0.00%,4B0AC298-7FEC-98CF-490F-EDC4306FA3BA,http://www.recipe4living.com/,http://www.recipe4living.com/?cid=4B0AC298-7FEC-98CF-490F-EDC4306FA3BA,Y
Quiche Small,GeneralGetTastySmall,30,1,N,Google,general,2357,351,14.89%,BB9E23D9-A04D-B409-6B07-3744F3139E05,http://www.recipe4living.com/search?controller=recipes&searchterm=quiche,http://www.recipe4living.com/search?controller=recipes&searchterm=quiche&cid=BB9E23D9-A04D-B409-6B07-3744F3139E05,Y
Blackberry Small,GeneralGetTastySmall,30,1,N,Google,fruitsandveg,1,0,0.00%,4CF076AD-8A39-3490-6BAB-4B96E0709B95,http://www.recipe4living.com/search?controller=recipes&searchterm=blackberry,http://www.recipe4living.com/search?controller=recipes&searchterm=blackberry&cid=4CF076AD-8A39-3490-6BAB-4B96E0709B95,Y
Starbuck,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,1132,309,27.30%,6785D34F-745A-BE72-30B9-E31D3EEDB676,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks&cid=6785D34F-745A-BE72-30B9-E31D3EEDB676,Y
Starbucks Small,CopycatTopSecretSmall,30,1,N,Google,copycat,2,0,0.00%,BF412B37-56AE-C618-D5A0-688D44553E06,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks&cid=BF412B37-56AE-C618-D5A0-688D44553E06,Y
eBook Small,eBookMealInspirationSmall,30,1,Y,Google,eBooks,456,17,3.73%,25B64FB1-25C1-D838-E030-25E562510A78,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm?cid=25B64FB1-25C1-D838-E030-25E562510A78,Y
eBook ,eBookMealInspiration,30,1,Y,Google,eBooks,440,18,4.09%,5A533A0F-DE08-C107-E4EC-CE38E5D82A6F,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm,http://www.recipe4living.com/articles/restaurant_copycat_recipes_ecookbook.htm?cid=5A533A0F-DE08-C107-E4EC-CE38E5D82A6F,Y
Tuna Cass Small,GeneralGetTastySmall,30,1,N,Google,budget,1185,161,13.59%,8F59C6BB-3E33-62A9-038A-D9C3EFAEAB75,http://www.recipe4living.com/recipes/casseroles?searchterm_extra=tuna,http://www.recipe4living.com/recipes/casseroles?searchterm_extra=tuna&cid=8F59C6BB-3E33-62A9-038A-D9C3EFAEAB75,Y
Low Carb Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,575,138,24.00%,F9990962-2B92-4309-BD6B-B59808D9BE2E,http://www.recipe4living.com/recipes/healthy/low_carb,http://www.recipe4living.com/recipes/healthy/low_carb?cid=F9990962-2B92-4309-BD6B-B59808D9BE2E,Y
Low Carb,HealthyMouthwatering,30,1,N,Google,healthy,1659,412,24.83%,78388357-AF10-FD5F-BFD7-223CFBEC660B,http://www.recipe4living.com/recipes/healthy/low_carb,http://www.recipe4living.com/recipes/healthy/low_carb?cid=78388357-AF10-FD5F-BFD7-223CFBEC660B,Y
Low Sodium Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,2,0,0.00%,C5B3FDC2-7C04-313D-8752-DBF2CB21923A,http://www.recipe4living.com/recipes/healthy/low_sodium,http://www.recipe4living.com/recipes/healthy/low_sodium?cid=C5B3FDC2-7C04-313D-8752-DBF2CB21923A,Y
Low Sodium,HealthyMouthWateringSmall,30,1,N,Google,healthy,4909,1200,24.44%,D55F9C1E-F6F8-7B8E-2F8A-4ED377E27E71,http://www.recipe4living.com/recipes/healthy/low_sodium,http://www.recipe4living.com/recipes/healthy/low_sodium?cid=D55F9C1E-F6F8-7B8E-2F8A-4ED377E27E71,Y
Low Glycemic Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,145,33,22.76%,D83B0345-B9AC-77DB-F5ED-63957012AA55,http://www.recipe4living.com/articles/all_about_the_glycemic_index.htm,http://www.recipe4living.com/articles/all_about_the_glycemic_index.htm?cid=D83B0345-B9AC-77DB-F5ED-63957012AA55,Y
Low Glycemic,HealthyMouthwatering,30,1,N,Google,healthy,178,25,14.04%,219E7A19-DC63-120C-92B8-2F4643531875,http://www.recipe4living.com/articles/all_about_the_glycemic_index.htm,http://www.recipe4living.com/articles/all_about_the_glycemic_index.htm?cid=219E7A19-DC63-120C-92B8-2F4643531875,Y
Low Calorie Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,1397,354,25.34%,9662DE20-779C-0AF8-6B92-B988596A247D,http://www.recipe4living.com/recipes/healthy/low_calorie,http://www.recipe4living.com/recipes/healthy/low_calorie?cid=9662DE20-779C-0AF8-6B92-B988596A247D,Y
Low Calorie,HealthyMouthwatering,30,1,N,Google,healthy,933,177,18.97%,F16D197B-D1AB-9EDA-4880-754CF7909E4F,http://www.recipe4living.com/recipes/healthy/low_calorie,http://www.recipe4living.com/recipes/healthy/low_calorie?cid=F16D197B-D1AB-9EDA-4880-754CF7909E4F,Y
Healthy Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,291,52,17.87%,29BD8C30-4CC4-F0D0-7BD6-9CD9184EB873,http://www.recipe4living.com/recipes/healthy,http://www.recipe4living.com/recipes/healthy?cid=29BD8C30-4CC4-F0D0-7BD6-9CD9184EB873,Y
Healthy,HealthyMouthwatering,30,1,N,Google,healthy,187,32,17.11%,125865D9-29A0-8019-E780-AB9F91218187,http://www.recipe4living.com/recipes/healthy,http://www.recipe4living.com/recipes/healthy?cid=125865D9-29A0-8019-E780-AB9F91218187,Y
Diabetic Small,HealthyMouthWateringSmall,30,1,N,Google,healthy,235,71,30.21%,A8D03455-0772-8FEB-471C-41A888FA0C8A,http://www.recipe4living.com/diabetic,http://www.recipe4living.com/diabetic?cid=A8D03455-0772-8FEB-471C-41A888FA0C8A,Y
Diabetic,HealthyMouthwatering,30,1,N,Google,healthy,390,64,16.41%,0268209F-8F77-0746-2446-AEEEA292E5E6,http://www.recipe4living.com/diabetic,http://www.recipe4living.com/diabetic?cid=0268209F-8F77-0746-2446-AEEEA292E5E6,Y
Wendys Small,CopycatTopSecretSmall,30,1,N,Google,copycat,8956,1847,20.62%,EC919669-7C8A-995E-82FF-61B800EFE462,http://www.recipe4living.com/search?controller=recipes&searchterm=wendy,http://www.recipe4living.com/search?controller=recipes&searchterm=wendy&cid=EC919669-7C8A-995E-82FF-61B800EFE462,Y
Wendys,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,619,124,20.03%,C407EFAD-AB4F-E747-933E-0EF88EE244F1,http://www.recipe4living.com/search?controller=recipes&searchterm=wendy,http://www.recipe4living.com/search?controller=recipes&searchterm=wendy&cid=C407EFAD-AB4F-E747-933E-0EF88EE244F1,Y
TGI Fridays Small,CopycatTopSecretSmall,30,1,N,Google,copycat,3812,789,20.70%,C2ABF9B5-06F2-33F6-74CC-EA7517E5A14E,http://www.recipe4living.com/search?controller=recipes&searchterm=TGI,http://www.recipe4living.com/search?controller=recipes&searchterm=TGI&cid=C2ABF9B5-06F2-33F6-74CC-EA7517E5A14E,Y
TGI Fridays,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,599,118,19.70%,DBE64699-8038-4C94-99C0-DA7C2A849E8E,http://www.recipe4living.com/search?controller=recipes&searchterm=TGI,http://www.recipe4living.com/search?controller=recipes&searchterm=TGI&cid=DBE64699-8038-4C94-99C0-DA7C2A849E8E,Y
Starbucks Small,CopycatTopSecretSmall,30,1,N,Google,copycat,4447,986,22.17%,D823CBE9-DF62-3B2C-45FF-D9BECEC2C707,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks,http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks&cid=D823CBE9-DF62-3B2C-45FF-D9BECEC2C707,Y
Starbucks,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,0,0,0.00%,77BABC37-C3D3-FDE0-DC46-69126F2A5EF8,Copycat	Starbuck's	{HeadLine:Starbucks Recipes}	MakeStarbucks Recipes at Home.	Get Our Top Secret Recipes Now! 	http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks,Copycat	Starbuck's	{HeadLine:Starbucks Recipes}	MakeStarbucks Recipes at Home.	Get Our Top Secret Recipes Now! 	http://www.recipe4living.com/search?controller=recipes&searchterm=starbucks&cid=77BABC37-C3D3-FDE0-DC46-69126F2A5EF8,N
Red Lobster Small,CopycatTopSecretSmall,30,1,N,Google,copycat,11281,2411,21.37%,52BB0C0D-01A4-67E4-F82F-9EFBAA7A267B,http://www.recipe4living.com/search?controller=recipes&searchterm=red+lobster,http://www.recipe4living.com/search?controller=recipes&searchterm=red+lobster&cid=52BB0C0D-01A4-67E4-F82F-9EFBAA7A267B,Y
Red Lobster,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,1365,320,23.44%,4EBDC727-6179-C856-60B8-288F99D9F55E,http://www.recipe4living.com/search?controller=recipes&searchterm=red+lobster,http://www.recipe4living.com/search?controller=recipes&searchterm=red+lobster&cid=4EBDC727-6179-C856-60B8-288F99D9F55E,Y
PF Chang's Small,CopycatTopSecretSmall,30,1,N,Google,copycat,3102,733,23.63%,65FBB932-2ABF-47CA-C162-9AD1CAEC87DF,http://www.recipe4living.com/search?controller=recipes&searchterm=pf,http://www.recipe4living.com/search?controller=recipes&searchterm=pf&cid=65FBB932-2ABF-47CA-C162-9AD1CAEC87DF,Y
PF Chang's,CopycatTopSecretFemaleChef,30,1,N,Google,copycat,762,157,20.60%,45AFBE67-1B26-AFDE-5E09-F794AFD788D7,http://www.recipe4living.com/search?controller=recipes&searchterm=pf,http://www.recipe4living.com/search?controller=recipes&searchterm=pf&cid=45AFBE67-1B26-AFDE-5E09-F794AFD788D7,Y
Panera Small,CopycatTopSecretSmall,30,1,N,Google,copycat,1746,452,25.89%,0866C236-3C16-F6ED-3FF4-7DD06DF6DC4F,http://www.recipe4living.com/search?controller=recipes&searchterm=panera,http://www.recipe4living.com/search?controller=recipes&searchterm=panera&cid=0866C236-3C16-F6ED-3FF4-7DD06DF6DC4F,Y
