Starting:,1859148

Subscribe:,136478
2761 - Google Paid Search,34012,24.921 %
2678 - Coreg-Lifescript,32698,23.958 %
3099 - ,21460,15.724 %
3073 - ,13949,10.221 %
2965 - ,12506,9.163 %
2870 - CoReg-Belcaro-R4L,5261,3.855 %
2867 - R4L Chef's Pop Up,4685,3.433 %
3076 - ,3189,2.337 %
2966 - ,3044,2.230 %
2673 - Coreg-SC-QE,2098,1.537 %
3074 - Diet Insider First-Time dHTML,1908,1.398 %
2963 - ,1877,1.375 %
2658 - SC-R4L,1573,1.153 %
3047 - ,1286,0.942 %
2747 - FFL_SC_Coreg,843,0.618 %
2767 - R4L Subscription Center,816,0.598 %
2748 - FFL_PaidSearch,557,0.408 %
3072 - ,390,0.286 %
2940 - ,387,0.284 %
2766 - Silver Inet E-Cookbooks ,262,0.192 %
2752 - FF Subscription Center,239,0.175 %
3050 - ,229,0.168 %
3051 - ,211,0.155 %
2755 - FFL-Fitness Insider Search,163,0.119 %
2970 - ,142,0.104 %
3043 - ,102,0.075 %
2744 - FF Unsub Link,85,0.062 %
3049 - ,72,0.053 %
2937 - ,62,0.045 %
3079 - ,45,0.033 %
2660 - SC-BC,33,0.024 %
2923 - FFL_DI_SC_CoReg,28,0.021 %
2921 - Nibbles Admin Signup,26,0.019 %
2651 - Silver Carrot Initial Import,24,0.018 %
2659 - SC-Q&E,23,0.017 %
3100 - ,23,0.017 %
2675 - ,22,0.016 %
2661 - SC-RSVP,20,0.015 %
3071 - ,18,0.013 %
2967 - ,15,0.011 %
2968 - ,12,0.009 %
3070 - ,6,0.004 %
2919 - CoReg-Lifescript-Q&E,4,0.003 %
2762 - R4LHalloweenDhtml,4,0.003 %
2672 - ,3,0.002 %
2918 - R4L Facebook Signup,3,0.002 %
2933 - ,3,0.002 %
2935 - ,3,0.002 %
2768 - CoReg-Arcamax-Q&E,2,0.001 %
2868 - CoReg-Arcamax-BC-November,2,0.001 %
2964 - ,1,0.001 %
3078 - WIM Subscription Center,1,0.001 %
2874 - Fit&Fab Facebook Signup,1,0.001 %
2969 - ,1,0.001 %
2756 - Beauty Insider Flow Page,1,0.001 %
2759 - Coreg-QH,1,0.001 %
2962 - ,1,0.001 %

Unsubscribe,210267
BounceOut,172395,81.989 %
R4LUnsubLink,21738,10.338 %
FeedBackLoop,10241,4.870 %
SubCenter,3012,1.432 %
MantisTicket244,2993,1.423 %
FFUnsubLink,961,0.457 %
admin,91,0.043 %

Ending:,1785359

Net Change:,-73789
